Association Id,Association Name
4333,New Zealand - Table Tennis
4334,New Zealand - Tennis
4335,Peru - Basketball
4336,Peru - Football
4337,Peru - Golf
4338,Peru - Hockey
4339,Peru - Karate
4340,Peru - Lawn Bowls
4341,Peru - Swimming
4342,Peru - Table Tennis
4343,Peru - Tennis
4344,South Africa - Basketball
4345,South Africa - Football
4346,South Africa - Golf
4347,South Africa - Hockey
4348,South Africa - Karate
4349,South Africa - Lawn Bowls
4350,South Africa - Swimming
4351,South Africa - Table Tennis
4352,South Africa - Tennis
4353,USA - Basketball
4354,USA - Football
4355,USA - Golf
4356,USA - Hockey
4357,USA - Karate
4358,USA - Lawn Bowls
4359,USA - Swimming
4360,USA - Table Tennis
4361,USA - Tennis
4362,Venezuela - Basketball
4363,Venezuela - Football
4364,Venezuela - Golf
4365,Venezuela - Hockey
4366,Venezuela - Karate
4367,Venezuela - Lawn Bowls
4368,Venezuela - Swimming
4369,Venezuela - Table Tennis
4370,Venezuela - Tennis
4371,Invitational Teams - Basketball
4372,Invitational Teams - Football
4373,Invitational Teams - Golf
4374,Invitational Teams - Hockey
4375,Invitational Teams - Karate
4376,Invitational Teams - Lawn Bowls
4377,Invitational Teams - Swimming
4378,Invitational Teams - Table Tennis
4379,Invitational Teams - Tennis
4380,Development Teams - Basketball
4381,Development Teams - Football
4382,Development Teams - Golf
4383,Development Teams - Hockey
4384,Development Teams - Karate
4385,Development Teams - Lawn Bowls
4386,Development Teams - Swimming
4387,Development Teams - Table Tennis
4388,Development Teams - Tennis
4389,Australia - Duathlon
4390,Australia - Ten Pin Bowling
4391,Argentina - Ten Pin Bowling
4392,Argentina - Duathlon
4393,Brazil - Duathlon
4394,Brazil - Ten Pin Bowling
4395,Canada - Ten Pin Bowling
4396,Canada - Duathlon
4397,Germany - Duathlon
4398,Germany - Ten Pin Bowling
4399,Hungary - Ten Pin Bowling
4400,Hungary - Duathlon
4401,Israel - Duathlon
4402,Israel - Ten Pin Bowling
4403,Mexico - Ten Pin Bowling
4404,Mexico - Duathlon
4405,New Zealand - Duathlon
4406,New Zealand - Ten Pin Bowling
4407,Peru - Ten Pin Bowling
4408,Peru - Duathlon
4409,South Africa - Duathlon
4410,South Africa - Ten Pin Bowling
4411,USA - Ten Pin Bowling
4412,USA - Duathlon
4413,Venezuela - Duathlon
4414,Venezuela - Ten Pin Bowling
4415,Invitational Teams - Ten Pin Bowling
4416,Invitational Teams - Duathlon
4417,Development Teams - Duathlon
4418,Development Teams - Ten Pin Bowling
4419,Israel - Tennis
4420,Antonio PS Auskick Centre
4424,Beauty Point Auskick Centre
4428,The Glenleighden School Auskick Centre
4442,FIBA Test
4444,Argentina - Supporter
4445,Australia - Supporter
4446,Brazil - Supporter
4447,Canada - Supporter
4448,Development Teams - Supporter
4449,Germany - Supporter
4450,Hungary - Supporter
4451,Invitational Teams - Supporter
4452,Israel - Supporter
