Association Id,Association Name
2479,Darley Auskick Centre
2482,Daylesford Auskick Centre
2484,Dennington Auskick Centre
2485,Derrinallum Auskick Centre
2486,Casey Fields Auskick Centre
2487,Diamond Creek Auskick Centre
2488,Dimboola Auskick Centre
2489,Dingley Auskick Centre
2490,Frankston Dolphins JFC Auskick Centre
2491,Donald Auskick Centre
2493,Donvale Magpies Auskick Centre
2495,Dromana Auskick Centre
2497,Drouin Auskick Centre
2498,Drysdale Auskick Centre
2499,Glenthompson Dunkeld Auskick Centre
2500,Dunolly Auskick Centre
2501,Dunnstown Auskick Centre
2502,Eaglehawk Auskick Centre
2503,East Brighton Auskick Centre
2504,East Geelong Auskick Centre
2505,East Keilor Auskick Centre
2506,East Sandringham Auskick Centre
2507,East Warrnambool Auskick Centre
2508,Rosebud JFC Auskick Centre
2509,Fairpark Auskick Centre
2511,Echuca Auskick Centre
2512,Warma Turtles Auskick Centre
2513,Echuca United Auskick Centre
2514,Edenhope Auskick Centre
2516,Rowville Hawks Auskick Centre
2517,Elmore Auskick Centre
2518,Elsternwick Auskick Centre
2519,Eltham Auskick Centre
2520,Emerald (VIC) Auskick Centre
2521,Endeavour Hills Auskick Centre
2522,Mill Park Auskick Centre
2524,Maribyrnong Park Auskick Centre
2526,Euroa Auskick Centre
2527,Northern Saints Fawkner Auskick Centre
2528,Fish Creek Auskick Centre
2529,Fitzroy Auskick Centre
2530,Flemington Auskick Centre
2531,Yarraville Auskick Centre
2532,Footscray North Auskick Centre
2533,Forest Hill Auskick Centre
2535,Foster Auskick Centre
2536,Fountain Gate Auskick Centre
2539,Upper Ferntree Gully Juniors Auskick Centre
2540,Garfield Auskick Centre
2543,Gembrook Cockatoo Auskick Centre
2544,Girgarre Auskick Centre
2545,Gisborne Auskick Centre
2546,Kilsyth Auskick Centre
2547,Tullamarine FC Auskick Centre
2549,Wyndham Vale Auskick Centre
2550,Glen Katherine Auskick Centre
2551,Glen Waverley Hawks Auskick Centre
2552,Glen Waverley Rovers Auskick Centre
2554,Glengarry Auskick Centre
2556,Glenroy Auskick Centre
2557,Golden Square Auskick Centre
2558,East Sunbury Auskick Centre
2560,Gordon Auskick Centre
2561,Gormandale Auskick Centre
2562,Goroke Auskick Centre
2566,Greensborough Auskick Centre
2567,Greenvale Auskick Centre
2568,Greta Auskick Centre
2569,Balwyn North Greythorn Falcons Auskick Centre
2570,Grovedale Auskick Centre
2572,Haddon Auskick Centre
2573,Point Cook Centrals Auskick Centre
2576,Halls Gap Auskick Centre
2577,Hamilton Auskick Centre
2578,Hampton Auskick Centre
2580,Tyabb Auskick Centre
2582,Hawkesdale Auskick Centre
2583,Hawthorn Auskick Centre
2584,Healesville Auskick Centre
2585,Rowville Knights Auskick Centre
2586,Heathcote Auskick Centre
2587,Heatherdale Auskick Centre
2588,Heathmont Auskick Centre
2589,Heidelberg Auskick Centre
2590,Heyfield Auskick Centre
2591,Heywood Auskick Centre
2592,Highett Auskick Centre
2593,South Barwon Auskick Centre
2594,Holy Saviour Auskick Centre
2595,Hopetoun FC Auskick Centre
2596,Hoppers Crossing Auskick Centre
2598,Horsham Demons FC Auskick Centre
2599,Horsham Saints FC Auskick Centre
2601,Huntly Auskick Centre
2602,Imperials JFC Auskick Centre
2603,Inglewood Auskick Centre
2605,Inverleigh Auskick Centre
2606,Irymple JFC Auskick Centre
2607,Ivanhoe Auskick Centre
2608,Ivanhoe East Auskick Centre
