Association Id,Association Name
6215,Corio Auskick Centre
6217,Deaf Basketball Victoria
6225,Touch Football ACT
6226,Test Association CM
6228,NSW Womens Rugby League
6230,Albion Park Touch Association
6231,Hockey
6232,Netball
6233,Volleyball
6234,Tennis
6235,Softball
6236,Nunawading Spectres Tournament
6238,Innisfail Touch Association
6241,Kuala Lumpur
6242,Hong Kong
6245,Wagga Wagga Touch Association
6250,Loganholme State School Auskick Centre
6253,Ravensthorpe Auskick Centre
6261,Australian Junior Championships
6262,WA Country Football League
6263,Hermit Park State School Auskick Centre
6301,Dubbo Touch Association
6302,New Association
6306,Balmain Junior Touch Association
6308,Adelaide University Touch Association
6309,Albert Park Touch
6310,Alice Springs Touch Association
6311,Appin Touch Association
6312,Armidale Touch Association
6313,Atherton Touch Association
6314,Ballarat Touch Association
6315,Ballina Touch Juniors Association
6316,Ballina Touch Association
6317,Bankstown Touch Association
6318,Barossa Valley Touch Association
6319,Bateman's Bay Touch Association
6320,Beresfield Touch Association
6321,Berkeley Vale Touch Association
6323,Blacktown Touch Association
6324,Blackwater Touch Association
6325,Botanics Touch Association
6326,Brisbane Touch Football Association
6327,Broome Touch Association
6328,Burdekin Touch Association
6329,Burnie Touch Football Association
6330,Caboolture Touch Association
6332,Cammeray Touch Association
6335,Campbelltown Touch Association
6336,Capricorn Coast Touch Association
6337,Canterbury Touch Association
6338,Central Coast Touch Association
6339,City of Orange Touch Association
6340,Broken Hill Football League
6341,Clare Touch Association
6342,Cloncurry Touch Association
6344,Coffs Harbour Touch Association
6345,Coleambally Junior Touch Football Association
6346,Coolah Touch Association
6347,Coolum Touch Association
6349,Coonamble Touch Association
6352,Darwin Touch Association
6353,Devonport Touch Association
6355,Doyalson Touch Association
6356,Dunedoo Touch Association
6358,Eastern Suburbs Touch Association
6360,Emerald Touch Association
6361,Evans Head Touch Association
6363,Forbes Touch Association
6364,Fremantle Touch Association
6366,Gayndah Touch Association Incorporated
6367,Geelong Touch Association
6368,Geraldton Touch Association
6369,Gerringong Touch Association
6370,Gladstone Touch Association
6371,Glasshouse Mountains Touch Association
6372,Gloucester Juniors Touch Association
6373,Goldfields Touch Association
6374,Gordonvale Touch Association
6375,Goulburn Touch Association
6377,Gundagai Touch Association
6378,Gunnedah Touch Association
6379,Gympie Touch Association Inc
6382,Hedland Touch Association
6383,Hills Touch Association
6384,Hornets Touch Association
6385,Hornsby Touch Association
6387,Hunter Western Region Touch Association
6388,Inverell Junior Touch Association
6389,Ipswich Touch Association Inc
6390,Jerrabomberra Touch Association
6391,Joondalup Touch Football
6393,Karratha Touch Association
6395,Katherine Touch Association
6398,Kawana Touch Association
6400,Kingaroy Touch Association
6403,Launceston Touch Association
6404,Leeton Touch Association
6405,Lismore Touch Association
6406,Lithgow Touch Association
6407,Liverpool City Touch Association
