Association Id,Association Name
16254,Lithuania - Golf
16255,Lithuania - Hockey
16256,Lithuania - Judo
16257,Lithuania - Karate
16258,Lithuania - Lawn Bowls
16259,Lithuania - Ocean Swimming
16260,Lithuania - Rugby 7's
16261,Lithuania - Squash
16262,Lithuania - Supporter
16263,Lithuania - Swimming
16264,Lithuania - Table Tennis
16265,Lithuania - Ten Pin Bowling
16266,Lithuania - Tennis
16267,Lithuania - Triathlon
16268,League Stars Central Queensland 1
16269,League Stars Central Queensland 2
16270,League Stars Central Queensland 4
16271,League Stars Central Queensland 5
16272,League Stars Central Queensland 6
16273,League Stars Northern Queensland 1
16274,League Stars Northern Queensland 2
16275,League Stars Northern Queensland 3
16276,League Stars Northern Queensland 4
16277,League Stars Northern Territory 1
16278,League Stars Western NSW 1
16279,League Stars South West NSW 2
16280,League Stars Northern NSW 2
16281,League Stars Central Hunter North West 2
16282,League Stars Central Hunter North West 3
16283,League Stars Central Hunter North West 5
16284,League Stars Southern NSW 1
16285,League Stars Southern NSW 2
16286,League Stars Northern NSW 4
16287,League Stars Central Hunter North West 6
16288,League Stars South West NSW 4
16289,League Stars Southern NSW 3
16290,League Stars Central Hunter North West 7
16291,League Stars Northern NSW 3
16292,League Stars South Australia 1
16293,League Stars South East Queensland 1
16294,League Stars South East Queensland 2
16295,League Stars South East Queensland 3
16296,League Stars South East Queensland 4
16297,League Stars South East Queensland 5
16298,League Stars South East Queensland 6
16299,League Stars South East Queensland 7
16300,League Stars South East Queensland 8
16301,League Stars South East Queensland 9
16302,League Stars Victoria 4
16303,League Stars Victoria 1
16305,League Stars Victoria 2
16306,League Stars Victoria 3
16307,League Stars Victoria 7
16308,League Stars Victoria 5
16309,League Stars Victoria 6
16310,League Stars Western Australia 1
16311,League Stars Sydney Metro 1
16312,League Stars Sydney West 1
16313,League Stars Sydney West 2
16314,League Stars Sydney Metro 9
16315,League Stars Sydney Metro 4
16316,League Stars Sydney Metro 2
16317,League Stars Sydney Metro 8
16318,League Stars Sydney West 3
16319,League Stars Sydney Metro 6
16320,League Stars Sydney Metro 5
16321,League Stars Sydney West 5
16322,League Stars Sydney West 6
16323,League Stars Sydney West 4
16324,League Stars Sydney West 7
16325,League Stars Sydney West 8
16326,League Stars Sydney West 9
16327,League Stars Sydney Metro 3
16328,League Stars Sydney Metro 10
16329,Sydney North Secondary K2K
16330,League Stars Sydney West 10
16331,League Stars Sydney West 11
16332,NRL Development HPC
16338,Arundel State School (All Girls) Auskick Centre
16340,Helensvale State School (All Girls) Auskick Centre
16342,Varsity College (All Girls) Auskick Centre
16343,Currumbin State School (All Girls) Auskick Centre
16344,Pacific Pines State School (All Girls) Auskick Centre
16345,Benowa State School (All Girls) Auskick Centre
16350,Balmain Junior League
16352,AMF Watergardens
16353,Widgee State School Auskick Centre
16354,Horsham Amateur Basketball Association
16356,Western Rams
16358,Northern Inland Futsal
16366,Western Affiliates Cup
16367,ATBSO - Victoria
16368,ATBSO - New South Wales
16369,ATBSO - Western Australia
16370,ATBSO - South Australia
16371,ATBSO - Queensland
16372,ATBSO - Northern Territory
16373,ATBSO - Australian Capital Territory
16374,ATBSO - Tasmania
16375,Australian Open Qualifying - Victoria
