Association Id,Association Name
225,St Jeromes PS (After School) Auskick Centre
229,St Joan Of Arc Primary (After School) Auskick Centre
230,Bellevue Hill PS (After School) Auskick Centre
231,Good Samaritan CPS (Fairy Meadow After School) Auskick Centre
232,Bellingen Auskick Centre
234,Belmont After School Centre
235,St Joseph's School (Wagga After School) Auskick Centre
237,St Josephs (Albion Park) Auskick Centre
240,Bermagui Breakers Auskick Centre
243,St Josephs CPS (Kempsey After School) Auskick Centre
245,St Josephs CPS (Wauchope After School) Auskick Centre
246,Berrigan Auskick Centre
247,St Josephs Oatley PS (After School) Auskick Centre
249,St Joseph's Primary School (After School) Auskick Centre
251,St Josephs Primary School (After School) Auskick Centre
253,St Lukes Junior Grammar School (After School) Auskick Centre
254,Birchgrove PS (After School) Auskick Centre
259,St Michaels (Daceyville) Auskick Centre
262,Blighty Auskick Centre
264,Blue Mountains Auskick Centre
265,St Peters CPS (After School) Auskick Centre
266,Boambee PS (After School) Auskick Centre
267,St Philips Christian College (After School) Auskick Centre
269,St Phillip's (Salamander Bay After School) Auskick Centre
272,BOMADERRY
273,St Spriydon College (After School) Auskick Centre
274,Bomaderry Tigers Auskick Centre
275,St Therese (Mascot After School) Auskick Centre
277,St Thereses Primary School (After School) Auskick Centre
278,Bossley Park After School
281,St Thomas Becket Primary School (After School) Auskick Centre
289,Sule College (Shellharbour) Auskick Centre
294,Broken Hill Central (Ages 5 - 10) Auskick Centre
296,Broken Hill North (Ages 5 - 10) Auskick Centre
297,Tacking Point PS (After School) Auskick Centre
298,Broken Hill South (Ages 5 - 10) Auskick Centre
300,Broken Hill West (Ages 5 - 10) Auskick Centre
302,Bronte PS (After School) Auskick Centre
303,Tamworth Auskick Centre
304,BROULEE
305,Tarcutta PS (After School) Auskick Centre
306,Brunswick Heads JAFC Auskick Centre
307,Manning Valley Auskick Centre
309,Taverners Hill Infants School (After School) Auskick Centre
311,Temora (Ages 5 - 9) Auskick Centre
314,BUSBY PUBLIC SCHOOL
315,Terrigal Avoca Auskick Centre
316,Byron Bay JAFC Auskick Centre
320,Cambridge Gardens PS (After School) Auskick Centre
322,Camden Auskick Centre
323,Tocumwal Auskick Centre
326,Camdenville PS (After School) Auskick Centre
331,Toormina PS (After School) Auskick Centre
335,Tregear PS (After School) Auskick Centre
337,Truscott Street Primary School (After School) Auskick Centre
339,Tullibigeal (Ages 5 - 10) Auskick Centre
340,Cardiff Auskick Centre
341,Tumbarumba (Ages 5 - 8) Auskick Centre
343,Tumut Auskick Centre
345,Turvey Park (Ages 5 - 8) Auskick Centre
349,Ulladulla PS (After School) Auskick Centre
351,Ulladulla Dockers Auskick Centre
353,Ulong PS (After School) Auskick Centre
355,Ungarie (Ages 5 - 10) Auskick Centre
359,Urana Auskick Centre
360,Conder (After School) Auskick Centre
364,Christian Brothers (After School) Auskick Centre
365,Wagga Swans (Ages 5 - 8) Auskick Centre
367,Wagga Tigers (Ages 5 - 8) Auskick Centre
369,Wagga Wagga PS (After School) Auskick Centre
370,Clemton Park PS (After School) Auskick Centre
371,Rand-Walbundrie Walla Auskick Centre
372,Clovelly PS (After School) Auskick Centre
373,Walla Walla JFC (After School) Auskick Centre
377,Wallsend Auskick Centre
378,Coffs Harbour After School Centre
380,Coffs Harbour Breakers Auskick Centre
382,COFFS HARBOUR JAFC AUSKICK
383,Warilla PS (After School) Auskick Centre
384,Coffs Harbour PS (After School) Auskick Centre
385,Warners Bay Auskick Centre
386,Coleambally (Ages 5 - 10) Auskick Centre
388,Collingullie Glenfield Park Football Netball Club Auskick Centre
391,Wattle Grove PS (After School) Auskick Centre
392,Concord After School Centre
393,Wauchope Auskick Centre
394,Concord Giants Auskick Centre
399,Wentworth JFC Auskick Centre
402,Coogee PS (After School) Auskick Centre
403,West Wyalong (Ages 5 - 10) Auskick Centre
404,Coogee South PS (After School) Auskick Centre
406,Coolamon (Ages 5 - 8) Auskick Centre
407,Westbrook Auskick Centre
409,Figtree Auskick Centre
410,Cooma (After School) Auskick Centre
412,Cootamundra (Ages 5 - 8) Auskick Centre
413,Western Suburbs Auskick Centre
414,Corowa Auskick Centre
418,Cowra Blues Auskick Centre
422,Crestwood PS (After School) Auskick Centre
