Association Id,Association Name
18939,Gold Coast Junior Rugby League
18940,FV Futsal - Ashburton United SC
18941,Queensland Futsal League
18943,Baldivis South Auskick Centre
18944,Piara Waters Auskick Centre
18945,Teralba AFL 9s
18946,Waterford West State School Auskick Centre
18947,Gleneagle State School Auskick Centre
18948,Beenleigh State School Auskick Centre
18949,Eagleby South State School Auskick Centre
18950,Eagleby SS
18951,Logan Village Auskick Centre
18952,Warragul District Amateur Basketball Association Tournament
18953,Trinity Main Oval Auskick Centre
18957,Moe Football Club - Events
18958,Brooklyn (After School) Auskick Centre
18959,Caringbah PS (After School) Auskick Centre
18960,AFL 9s Teralba Youth
18961,Mulgrave Football Club - Events
18963,Test Columbia
18965,Gippsland Netball League
18966,Wodonga Stormz
18968,Super City Basketball Association
18969,Marcellin - Membership and Events
18970,Melbourne Netball Pty. Ltd.
18971,Logan Futsal
18974,Waverley Blues Football Club - Events
18975,League Stars Central Hunter North West 1
18976,League Stars Central Hunter North West 4
18977,League Stars Central Hunter North West 8
18978,League Stars Central Hunter North West 9
18979,League Stars Northern NSW 1
18980,League Stars Northern NSW 5
18981,League Stars Northern NSW 6
18982,League Stars South West NSW 1
18983,League Stars South West NSW 3
18984,League Stars South West NSW 5
18985,League Stars South West NSW 6
18986,League Stars South West NSW 7
18987,League Stars Southern NSW 4
18988,League Stars Southern NSW 5
18989,League Stars Southern NSW 6
18990,League Stars Southern NSW 7
18991,League Stars Sydney West 12
18992,League Stars Sydney West 13
18993,League Stars Sydney West 14
18994,League Stars Sydney West 15
18995,League Stars Sydney West 16
18996,League Stars Sydney West 17
18997,League Stars Sydney West 18
18998,League Stars Sydney West 19
18999,League Stars Sydney West 20
19000,League Stars Western NSW 2
19001,League Stars Western NSW 3
19002,League Stars Western NSW 4
19003,League Stars Western NSW 5
19004,League Stars Western NSW 6
19005,League Stars Northern Territory 2
19006,League Stars Northern Territory 3
19007,League Stars South Australia 2
19008,League Stars Western Australia 2
19009,League Stars Western Australia 3
19010,League Stars Central Queensland 7
19011,League Stars Central Queensland 8
19012,League Stars Central Queensland 9
19013,League Stars Central Queensland 10
19014,League Stars Central Queensland 11
19015,League Stars Central Queensland 12
19016,League Stars Central Queensland 13
19017,League Stars Northern Queensland 5
19018,League Stars Northern Queensland 6
19019,League Stars Northern Queensland 7
19020,League Stars Northern Queensland 8
19021,League Stars Northern Queensland 9
19022,League Stars Northern Queensland 10
19023,League Stars South East Queensland 10
19024,League Stars South East Queensland 11
19025,League Stars South East Queensland 12
19026,League Stars South East Queensland 13
19027,League Stars South East Queensland 14
19028,League Stars South East Queensland 15
19029,League Stars South East Queensland 16
19030,League Stars South East Queensland 17
19031,Deer Park Auskick Centre
19032,Perth Netball Association
19033,SA Junior Competitions
19037,Northern Regions Football Council
19038,Illawarra Basketball
19039,Laxstar
19045,Palmerston Aussie Hoops
19046,Garbutt State School Auskick Centre
19048,Epping North AFL Auskick Centre - After School
19051,Yarragon Auskick Centre
19052,Tonbridge Street Reserve (After School) Auskick Centre
19053,Corpus Christi (Cranebrook After School) Auskick Centre
19054,Western Australia Rugby League
19056,Hockey NSW
19058,St Johns Grammar School Auskick Centre
19064,AFLQ Holiday Camps
19066,Bayside Football Association
