Association Id,Association Name,Club Id,Club Name
6358,Eastern Suburbs Touch Association,251534,Sceggs
6358,Eastern Suburbs Touch Association,251529,Kambala
6358,Eastern Suburbs Touch Association,251532,Monte
6358,Eastern Suburbs Touch Association,251533,Reddam
6358,Eastern Suburbs Touch Association,251528,Ascham
6358,Eastern Suburbs Touch Association,254756,ST CLARES
6358,Eastern Suburbs Touch Association,251535,Schols
6358,Eastern Suburbs Touch Association,251536,SVC
6358,Eastern Suburbs Touch Association,251537,Wenona
6358,Eastern Suburbs Touch Association,254759,EMANUEL
6358,Eastern Suburbs Touch Association,254762,ROSE BAY
6358,Eastern Suburbs Touch Association,254755,BRIGIDINE
6358,Eastern Suburbs Touch Association,254754,ST CATHS
6358,Eastern Suburbs Touch Association,254758,MORIAH
6358,Eastern Suburbs Touch Association,254761,MARIST
6358,Eastern Suburbs Touch Association,254753,OLSH
6358,Eastern Suburbs Touch Association,254757,ASCHAM
6358,Eastern Suburbs Touch Association,254760,ST ANDREWS
6358,Eastern Suburbs Touch Association,254763,WAVERLEY
6360,Emerald Touch Association,249565,Emerald Touch Assoc
6361,Evans Head Touch Association,225008,General Club
6363,Forbes Touch Association,230409,General Club
6364,Fremantle Touch Association,44509,Fremantle
6366,Gayndah Touch Association Incorporated,237326,Referees
6366,Gayndah Touch Association Incorporated,206684,Gayndah Touch Assn
6366,Gayndah Touch Association Incorporated,255332,Gayndah Juniors
6367,Geelong Touch Association,53287,Geelong Touch
6367,Geelong Touch Association,268506,Switch Geelong
6368,Geraldton Touch Association,239512,The Usual Suspects
6368,Geraldton Touch Association,239504,Hard Drives
6368,Geraldton Touch Association,239510,Touch Ups
6368,Geraldton Touch Association,239503,Hurricanes
6368,Geraldton Touch Association,239509,Rockets
6368,Geraldton Touch Association,239506,Cobras
6368,Geraldton Touch Association,239508,Whanau
6368,Geraldton Touch Association,239507,Panthers
6368,Geraldton Touch Association,239513,Bush Chooks
6368,Geraldton Touch Association,255286,AVERAGE JOES
6368,Geraldton Touch Association,239502,Titans
6368,Geraldton Touch Association,255289,STING
6368,Geraldton Touch Association,250261,Nagle
6368,Geraldton Touch Association,250263,The Expendables
6368,Geraldton Touch Association,255287,Intensity
6368,Geraldton Touch Association,255291,Abrolhos
6368,Geraldton Touch Association,250260,Fusions
6368,Geraldton Touch Association,270790,Inappropriate Touching
6368,Geraldton Touch Association,239516,We Don't Try
6368,Geraldton Touch Association,250262,Storm
6368,Geraldton Touch Association,239514,Fuzzy Pandas
6368,Geraldton Touch Association,270765,Hottubs
6368,Geraldton Touch Association,255294,Orions
6368,Geraldton Touch Association,270791,Rampage
6368,Geraldton Touch Association,255293,Tryceratops
6369,Gerringong Touch Association,18534,General Club
6370,Gladstone Touch Association,223511,Referees Club
6370,Gladstone Touch Association,223332,Generel Club
6371,Glasshouse Mountains Touch Association,45717,Glass House Touch Assn
6372,Gloucester Juniors Touch Association,250342,General Club
6373,Goldfields Touch Association,53479,Butterfingers
6373,Goldfields Touch Association,53484,MC Hammers
6373,Goldfields Touch Association,53491,Cob
6373,Goldfields Touch Association,70929,Bulldogs
6373,Goldfields Touch Association,53492,Blowies
6373,Goldfields Touch Association,53477,General Club
6373,Goldfields Touch Association,53500,Breakaways
6373,Goldfields Touch Association,53486,Breakfast
6373,Goldfields Touch Association,70913,Don't Touch
6373,Goldfields Touch Association,53495,Tap N Gap
6373,Goldfields Touch Association,204210,
6373,Goldfields Touch Association,77600,Eric Clapton and the Narcoleptic Goat Hearders
6373,Goldfields Touch Association,70925,Nesian
6373,Goldfields Touch Association,87995,Rockbreakers
6373,Goldfields Touch Association,70932,Bushwackers
6373,Goldfields Touch Association,70936,Wantoks
6373,Goldfields Touch Association,87999,Scorchers
6373,Goldfields Touch Association,88000,Fair Dinkum
6373,Goldfields Touch Association,87998,Cunning Stunts
6373,Goldfields Touch Association,205470,NVUS
6373,Goldfields Touch Association,204211,
6373,Goldfields Touch Association,89698,Frog Legs
6373,Goldfields Touch Association,204358,
6373,Goldfields Touch Association,206166,REFEREES
6373,Goldfields Touch Association,70916,Fimiston Steelers
6373,Goldfields Touch Association,89696,Eels
6374,Gordonvale Touch Association,207455,General Club
6374,Gordonvale Touch Association,235137,Officals & Volunteers
6374,Gordonvale Touch Association,266651,Junior Club
6375,Goulburn Touch Association,87505,General Club
6375,Goulburn Touch Association,204212,Junior Club
6375,Goulburn Touch Association,204971,Association Referees (GTA)
6377,Gundagai Touch Association,225193,Referees Club
6377,Gundagai Touch Association,225005,Gundagai Touch Association
6378,Gunnedah Touch Association,44690,GTA
6378,Gunnedah Touch Association,225260,Referees Club
6378,Gunnedah Touch Association,52938,Peak Fitness Wanderers
6378,Gunnedah Touch Association,52937,Wicks Mens
6379,Gympie Touch Association Inc,206686,Gympie Touch Assn
6379,Gympie Touch Association Inc,237327,Referees
6382,Hedland Touch Association,223312,General Club
6383,Hills Touch Association,239182,General
6384,Hornets Touch Association,53147,Nelson Bay TA (#HornetsTouch)
6384,Hornets Touch Association,53149,Maitland TA (#HornetsTouch)
6384,Hornets Touch Association,53151,Dubbo TA (#HornetsTouch)
6384,Hornets Touch Association,53146,Wallsend TA (#HornetsTouch)
6384,Hornets Touch Association,53153,Central Coast TA (#HornetsTouch)
6384,Hornets Touch Association,53148,Newcastle City TA (#HornetsTouch)
6384,Hornets Touch Association,206553,Muswellbrook TA (#HornetsTouch)
6384,Hornets Touch Association,53145,General Club
6384,Hornets Touch Association,53150,Mudgee TA (#HornetsTouch)
6384,Hornets Touch Association,53157,NU Sports
6384,Hornets Touch Association,53152,Orange TA (#HornetsTouch)
6384,Hornets Touch Association,206395,Hornets Regional Referees
6384,Hornets Touch Association,53158,Beresfield TA (#HornetsTouch)
6384,Hornets Touch Association,53154,Peninsula TA (Combined)
6384,Hornets Touch Association,206780,Forster Tuncurry TA (#HornetsTouch)
6384,Hornets Touch Association,231221,Portland TA (#HornetsTouch)
6384,Hornets Touch Association,205159,Berkeley Vale TA (#HornetsTouch)
6384,Hornets Touch Association,206554,Scone TA (#HornetsTouch)
6384,Hornets Touch Association,225443,Port Macquarie TA (#HornetsTouch)
6384,Hornets Touch Association,225270,Districkt Park TA (#HornetsTouch)
6384,Hornets Touch Association,53155,Doyalson TA (#HornetsTouch)
6384,Hornets Touch Association,227081,NTL
6384,Hornets Touch Association,224536,Hornets Regional Selectors
6384,Hornets Touch Association,206551,Singleton TA (#HornetsTouch)
6384,Hornets Touch Association,238438,Easts/UNSW TA (#HornetsTouch)
6384,Hornets Touch Association,250493,Dunedoo TA (#HornetsTouch)
6384,Hornets Touch Association,225085,Port Hunter TA (#HornetsTouch)
6384,Hornets Touch Association,226521,Taree TA (#HornetsTouch)
6384,Hornets Touch Association,244558,Young TA (#HornetsTouch)
6384,Hornets Touch Association,244559,Wellington TA (#HornetsTouch)
6384,Hornets Touch Association,249803,Macksville TA (#HornetsTouch)
6384,Hornets Touch Association,234331,COACHING STAFF
6384,Hornets Touch Association,250854,Northern Beaches TA (#HornetsTouch)
6384,Hornets Touch Association,250853,Hills Hornets (#HornetsTouch)
6384,Hornets Touch Association,231107,Lithgow TA (#HornetsTouch)
6384,Hornets Touch Association,238508,Parkes TA (#HornetsTouch)
6384,Hornets Touch Association,253845,Hornets PLAYER POOL
6384,Hornets Touch Association,244553,Manly Warringah Sea Eagles TA (#HornetsTouch)
6384,Hornets Touch Association,244563,Parramatta TA (#HornetsTouch)
6384,Hornets Touch Association,267872,NSW Junior Regional Championships
6384,Hornets Touch Association,249824,Wollongong TA (#HornetsTouch)
6384,Hornets Touch Association,250855,Bankstown Sports TA (#HornetsTouch)
6384,Hornets Touch Association,251057,Bankstown Jets TA (#HornetsTouch)
6384,Hornets Touch Association,270900,Bathurst TA (#HornetsTouch)
6385,Hornsby Touch Association,225038,Referees
6385,Hornsby Touch Association,94797,General Club
6387,Hunter Western Region Touch Association,230410,General Club
6388,Inverell Junior Touch Association,221596,Inverell Junior Touch
6389,Ipswich Touch Association Inc,253489,Ipswich Super 8s
6389,Ipswich Touch Association Inc,254699,"Juniors "
6389,Ipswich Touch Association Inc,223864,General Club
6389,Ipswich Touch Association Inc,253462,Falcons Junior Cup
6390,Jerrabomberra Touch Association,219056,Mens Open
6390,Jerrabomberra Touch Association,219058,Mixed Open
6390,Jerrabomberra Touch Association,225437,Referees
6390,Jerrabomberra Touch Association,219061,Juniors 3
6390,Jerrabomberra Touch Association,219779,Winter Mix 8
6390,Jerrabomberra Touch Association,219055,General Club
6390,Jerrabomberra Touch Association,219057,Juniors 2
6390,Jerrabomberra Touch Association,219062,Juniors 2013
6391,Joondalup Touch Football,191436,Anything Goes
6391,Joondalup Touch Football,191443,Apaches
6391,Joondalup Touch Football,191438,Beach Bums
6391,Joondalup Touch Football,44606,General Club
6391,Joondalup Touch Football,191444,Dads and Lads
6391,Joondalup Touch Football,191439,Parti Pac
6391,Joondalup Touch Football,44620,Referees
6391,Joondalup Touch Football,53165,Mixed Up
6391,Joondalup Touch Football,191440,Ringins
6391,Joondalup Touch Football,191441,Window Lickers
6391,Joondalup Touch Football,191445,Untouchables
6391,Joondalup Touch Football,255258,Joondalup Giants Touch Football
6391,Joondalup Touch Football,191442,Mufasa
6391,Joondalup Touch Football,255256,ECU Jets
6393,Karratha Touch Association,208107,General Club
6395,Katherine Touch Association,208156,General Club
6395,Katherine Touch Association,219034,Referee Club
6398,Kawana Touch Association,237321,Kawana referees
6398,Kawana Touch Association,247793,JUNIOR
6398,Kawana Touch Association,251600,KAWANA JUNIOR CLUB
6398,Kawana Touch Association,226079,General Club
6400,Kingaroy Touch Association,269238,Referees Club
6400,Kingaroy Touch Association,269221,General Club
6403,Launceston Touch Association,61665,Hazards
6403,Launceston Touch Association,61667,Grasscutters
6403,Launceston Touch Association,61664,Aztecs
6403,Launceston Touch Association,223833,Georgetown Giants Touch Club
6403,Launceston Touch Association,61666,Sharks Touch Club
6403,Launceston Touch Association,61663,Independent Teams
6404,Leeton Touch Association,203302,Leeton Touch Association - Junior
6404,Leeton Touch Association,225249,Referee
6404,Leeton Touch Association,202568,Leeton Touch Association - Senior
6405,Lismore Touch Association,30709,General Club
6406,Lithgow Touch Association,225403,Lithgow
6407,Liverpool City Touch Association,223579,General Club
6408,Lower Blue Mountains Touch Association,70429,General Club
6408,Lower Blue Mountains Touch Association,232732,LBM Reps
6413,Maitland Touch Association,219952,Coaching Staff (nominations only)
6413,Maitland Touch Association,221632,Maitland Touch Committee/Board (nominations only)
6413,Maitland Touch Association,204835,Referees
6413,Maitland Touch Association,87804,General Club
6413,Maitland Touch Association,232789,Maitland Represetative Teams
6414,Mallee Touch Association,52928,Tsunami
6414,Mallee Touch Association,44531,General Club
6414,Mallee Touch Association,44535,Freedom Scouts
6414,Mallee Touch Association,44533,Chaffey
6414,Mallee Touch Association,87629,Redbacks
6414,Mallee Touch Association,61533,Maulers
6414,Mallee Touch Association,77717,Amnesia
6414,Mallee Touch Association,44537,Titans
6414,Mallee Touch Association,53035,Mildura Tigers
6414,Mallee Touch Association,87633,CHS
6414,Mallee Touch Association,44532,Pointers
6414,Mallee Touch Association,87630,Throwbacks
6414,Mallee Touch Association,87628,Wentworth United
6414,Mallee Touch Association,52716,TJ's EELS
6414,Mallee Touch Association,44536,Re-Con Rangers
6414,Mallee Touch Association,44534,Magic
6414,Mallee Touch Association,91624,Carl's team
6414,Mallee Touch Association,70339,The Oranges
6414,Mallee Touch Association,87733,EASTEND MAGIC'S
6414,Mallee Touch Association,220876,Referee Club
6414,Mallee Touch Association,87631,Mystery
6414,Mallee Touch Association,87632,Red Rocket Redfins
6415,Manly Warringah Touch Association,192235,Junior Club
6415,Manly Warringah Touch Association,207402,Senior Club
6415,Manly Warringah Touch Association,75754,Association Referees (MWTA)
6415,Manly Warringah Touch Association,191947,Officials Club
6416,Cairns Pirates Touch Football Association Inc.,269072,Rebels
6416,Cairns Pirates Touch Football Association Inc.,269070,Dynamite
6416,Cairns Pirates Touch Football Association Inc.,269071,Vipers
6416,Cairns Pirates Touch Football Association Inc.,247873,Cairns Rep Teams
6416,Cairns Pirates Touch Football Association Inc.,251408,Referees 2018
6416,Cairns Pirates Touch Football Association Inc.,269069,Sparkies
6416,Cairns Pirates Touch Football Association Inc.,269073,Northerners
6416,Cairns Pirates Touch Football Association Inc.,53601,General Club
6416,Cairns Pirates Touch Football Association Inc.,269076,New Player
6416,Cairns Pirates Touch Football Association Inc.,270056,Cairns PIrates - All Abilities Program
6417,Mareeba Touch Association,207449,General Club
6418,Maryborough Touch Association,206718,Maryborough Touch Assn
6418,Maryborough Touch Association,237328,Referees
6421,Moree Touch Association,230413,General Club
6423,Mount Gambier Touch Association,52875,Guns
6423,Mount Gambier Touch Association,52880,Hornets
6423,Mount Gambier Touch Association,52881,MC Hammers
6423,Mount Gambier Touch Association,52883,Magic
6423,Mount Gambier Touch Association,52876,Tiki Roos
6423,Mount Gambier Touch Association,52874,Baxter Hire
6423,Mount Gambier Touch Association,30739,General Club Summer 15/16
6423,Mount Gambier Touch Association,52879,Pitch Invaders
6423,Mount Gambier Touch Association,52882,Try - Hards
6423,Mount Gambier Touch Association,52886,Vesta's Viking
6423,Mount Gambier Touch Association,70363,Titans
6423,Mount Gambier Touch Association,52887,Nalco not the Storm
6423,Mount Gambier Touch Association,52892,The Schooners
6423,Mount Gambier Touch Association,52885,Decepticons
6423,Mount Gambier Touch Association,87654,General Club
6423,Mount Gambier Touch Association,52891,Phoenix
6423,Mount Gambier Touch Association,53295,General Club
6423,Mount Gambier Touch Association,52890,Joggernauts
6423,Mount Gambier Touch Association,52873,Storm Troopers
6423,Mount Gambier Touch Association,87655,Silver Birch
6423,Mount Gambier Touch Association,204895,Thunder
6423,Mount Gambier Touch Association,94878,Henley Sharks
6423,Mount Gambier Touch Association,70365,Tigers
6423,Mount Gambier Touch Association,94872,The Recruits
6423,Mount Gambier Touch Association,207397,Mt.G Womens myPod
6423,Mount Gambier Touch Association,204894,All Sorts
6423,Mount Gambier Touch Association,52884,At Least We Tried
6423,Mount Gambier Touch Association,250285,Tiki Crew
6423,Mount Gambier Touch Association,87657,The Ragos
6423,Mount Gambier Touch Association,205345,Referees
6423,Mount Gambier Touch Association,250292,Grant Giants 1
6423,Mount Gambier Touch Association,250284,Tiki Blues
6423,Mount Gambier Touch Association,207398,Portland Women myPod
6423,Mount Gambier Touch Association,250288,Penola Eagles
6423,Mount Gambier Touch Association,250283,Panthers
6423,Mount Gambier Touch Association,255265,Mount Gambier Touch
6423,Mount Gambier Touch Association,70364,Taipans
6423,Mount Gambier Touch Association,205312,Try Hards
6423,Mount Gambier Touch Association,250294,Grant Giants 2
6423,Mount Gambier Touch Association,52878,Easties
6423,Mount Gambier Touch Association,52888,Untouchables
6423,Mount Gambier Touch Association,87656,Redbacks
6423,Mount Gambier Touch Association,250282,Liquorice Allsorts
6424,Mount Isa Touch Association,230940,General Club
6426,Muswellbrook Touch Association,230414,General Club
6428,Narrabri Touch Incorporated,228726,Narrabri Referees
6428,Narrabri Touch Incorporated,231689,"Narrabri Junior Touch "
6428,Narrabri Touch Incorporated,204791,General Club
6429,Nelson Bay Touch Association,237880,Nelson Bay TA
6430,Newcastle City Touch Association,251164,Newcastle City Knights
6433,Noosa Touch Association,26249,Noosa Juniors
6433,Noosa Touch Association,26248,General Club
6435,NQTA Events,94679,Redskins
6435,NQTA Events,93742,Atherton
6435,NQTA Events,93751,Mackay
6435,NQTA Events,94674,Brothers
6435,NQTA Events,93749,Innisfail
6435,NQTA Events,94675,Crocs
6435,NQTA Events,93750,Tully
6435,NQTA Events,93743,Cairns Pirates
6435,NQTA Events,94676,Frogs
6435,NQTA Events,93746,Gordonvale
6435,NQTA Events,94680,Rum Runners
6435,NQTA Events,94684,Burdekin
6435,NQTA Events,254731,Mentone Grammar School
6435,NQTA Events,238693,Victoria Development Squad
6435,NQTA Events,190515,NQ Referees
6435,NQTA Events,94681,Sharks
6435,NQTA Events,94682,Herbert River
6436,Northern Districts Touch Association,94832,General Club
6436,Northern Districts Touch Association,86793,NTDA Referees
6437,Northern Eagles Touch Association,230460,General Club
6439,Nowra Shoalhaven Touch Association Inc,255064,General Club
6440,New South Wales Touch Association,32568,Balmain Tigers
6440,New South Wales Touch Association,32576,Mays Hill
6440,New South Wales Touch Association,32575,Manly Sea Eagles
6440,New South Wales Touch Association,32569,Blacktown Broncos
6440,New South Wales Touch Association,32572,Cronulla Sharks
6440,New South Wales Touch Association,32570,Campbelltown Ghosts
6440,New South Wales Touch Association,32571,Canterbury Bulldogs
6440,New South Wales Touch Association,32567,General Club
6440,New South Wales Touch Association,32573,Easts Roosters
6440,New South Wales Touch Association,32578,Liverpool Lightning
6440,New South Wales Touch Association,32574,Hornsby Lions
6440,New South Wales Touch Association,32585,Taren Point
6440,New South Wales Touch Association,32586,Varsity Stingers
6440,New South Wales Touch Association,32579,Newcastle City Knights
6440,New South Wales Touch Association,32581,Parramatta Eels
6440,New South Wales Touch Association,32582,Penrith Panthers
6440,New South Wales Touch Association,32595,Bankstown Jets
6440,New South Wales Touch Association,32584,Central Coast Dolphins
6440,New South Wales Touch Association,32580,Norths Bears
6440,New South Wales Touch Association,32588,Wallsend Wolves
6440,New South Wales Touch Association,32583,Ryde Eastwood Hawks
6440,New South Wales Touch Association,32577,Menai Bulls
6440,New South Wales Touch Association,35087,Port Makos
6440,New South Wales Touch Association,35077,Appin Warriors
6440,New South Wales Touch Association,32592,Hills Hornets
6440,New South Wales Touch Association,32589,Wollongong Devils
6440,New South Wales Touch Association,35080,Kiama Stingrays
6440,New South Wales Touch Association,35097,Nelson Bay Neptunes
6440,New South Wales Touch Association,32594,ACT Raiders
6440,New South Wales Touch Association,32591,Wests Magpies
6440,New South Wales Touch Association,32590,Westmead Hawks
6440,New South Wales Touch Association,32593,Souths Rabbitohs
6440,New South Wales Touch Association,32587,UNSW Bullets
6440,New South Wales Touch Association,35084,Sydney University Stingers
6440,New South Wales Touch Association,35109,Muswellbrook Mambas
6440,New South Wales Touch Association,35086,Macleay Valley
6440,New South Wales Touch Association,35088,Wauchope
6440,New South Wales Touch Association,35081,Kiama
6440,New South Wales Touch Association,35082,Thirroul Breakers
6440,New South Wales Touch Association,35090,Wingham
6440,New South Wales Touch Association,35094,Nambucca Heads
6440,New South Wales Touch Association,35083,Gerringong
6440,New South Wales Touch Association,35120,Mudgee Mudcrabs
6440,New South Wales Touch Association,35085,Camden Haven Eagles
6440,New South Wales Touch Association,35092,Coffs Habour Hurricanes
6440,New South Wales Touch Association,35078,Albion Park Eagles
6440,New South Wales Touch Association,35096,Maitland Redbacks
6440,New South Wales Touch Association,35093,Woolgoolga
6440,New South Wales Touch Association,35095,Beresfield Bandits
6440,New South Wales Touch Association,35098,Newcastle University
6440,New South Wales Touch Association,35091,Albury Brumbies
6440,New South Wales Touch Association,35100,Northern Lakes Doylo
6440,New South Wales Touch Association,35105,Peakhurst Peakies
6440,New South Wales Touch Association,36197,Narrabri Yowies
6440,New South Wales Touch Association,35089,Forster Tuncurry Tornadoes
6440,New South Wales Touch Association,35102,Bathurst
6440,New South Wales Touch Association,35106,Milton Ulladulla Bullfrogs
6440,New South Wales Touch Association,35110,Parkes Pumas
6440,New South Wales Touch Association,35101,Berkeley Vale Panthers
6440,New South Wales Touch Association,35108,Wagga Wagga Vipers
6440,New South Wales Touch Association,35112,Tamworth Thunder
6440,New South Wales Touch Association,35117,Murwillumbah Mavericks
6440,New South Wales Touch Association,40760,Berry
6440,New South Wales Touch Association,35104,Portland
6440,New South Wales Touch Association,35099,Doyalson Dragons
6440,New South Wales Touch Association,35118,Tweed Coast
6440,New South Wales Touch Association,35121,Macarthur Cougars
6440,New South Wales Touch Association,35115,Ballina Bull Sharks
6440,New South Wales Touch Association,35119,Coolah Cougars
6440,New South Wales Touch Association,35113,Quirindi Grasshoppers
6440,New South Wales Touch Association,35123,Jerrabomberra Storm
6440,New South Wales Touch Association,36195,Peninsula Piranhas
6440,New South Wales Touch Association,70938,International Developing Nation
6440,New South Wales Touch Association,36372,Armidale Bushrangers
6440,New South Wales Touch Association,35129,Taree Flames
6440,New South Wales Touch Association,35116,Lismore Lizards
6440,New South Wales Touch Association,35125,Griffith Stars
6440,New South Wales Touch Association,35111,Scone Breakers
6440,New South Wales Touch Association,36196,Gunnedah
6440,New South Wales Touch Association,36391,Orange Thunder
6440,New South Wales Touch Association,96822,Young Bluetongues
6440,New South Wales Touch Association,35124,Yass Bulls
6440,New South Wales Touch Association,36396,Batemans Bay
6440,New South Wales Touch Association,40761,Leeton
6440,New South Wales Touch Association,36393,Temora Dragons
6440,New South Wales Touch Association,36395,St Georges Basin
6440,New South Wales Touch Association,36397,Bundenna Maianbar
6440,New South Wales Touch Association,44468,Navy
6440,New South Wales Touch Association,35122,Goulburn Merinos
6440,New South Wales Touch Association,35126,Dubbo Devils
6440,New South Wales Touch Association,36392,LBM Rangers
6440,New South Wales Touch Association,58768,Old Bar Pirates
6440,New South Wales Touch Association,70939,Alliance
6440,New South Wales Touch Association,205601,District Park
6440,New South Wales Touch Association,58769,St George Dragons
6440,New South Wales Touch Association,87988,Harrington
6440,New South Wales Touch Association,44473,Lithgow
6440,New South Wales Touch Association,53784,Japan
6440,New South Wales Touch Association,36387,Victoria
6440,New South Wales Touch Association,99512,Sydney Mets
6440,New South Wales Touch Association,36394,Bowral Brumbies
6440,New South Wales Touch Association,95609,Tilligerry Titans
6440,New South Wales Touch Association,96821,Macksville Falcons
6440,New South Wales Touch Association,239569,SWS Raptors
6440,New South Wales Touch Association,99514,Sydney Scorpions
6440,New South Wales Touch Association,44472,Moruya Sharks
6440,New South Wales Touch Association,88951,Coolamon Cougars
6440,New South Wales Touch Association,91557,Woden Eagles
6440,New South Wales Touch Association,192893,Northern Beaches Renegades
6440,New South Wales Touch Association,191179,Nyngan
6440,New South Wales Touch Association,44467,Defence Warriors
6440,New South Wales Touch Association,206028,Fiji
6440,New South Wales Touch Association,225756,Melbourne City Lions
6440,New South Wales Touch Association,44474,Katoomba
6440,New South Wales Touch Association,88950,Singleton Storm
6440,New South Wales Touch Association,99516,Northern Eagles
6440,New South Wales Touch Association,234540,Inverell Kestrals
6440,New South Wales Touch Association,191178,South East Tigers
6440,New South Wales Touch Association,87969,Yamba Yabbies
6440,New South Wales Touch Association,237208,Cammeray
6440,New South Wales Touch Association,225758,Papua New Guinea
6440,New South Wales Touch Association,99515,Hunter Western Hornets
6440,New South Wales Touch Association,249044,Bankstown Sports
6440,New South Wales Touch Association,250629,Culburra Beach
6440,New South Wales Touch Association,91556,Tuggeranong Vikings
6440,New South Wales Touch Association,255530,England
6440,New South Wales Touch Association,256241,Gungahlin Cats
6440,New South Wales Touch Association,271097,Nowra Shoalhaven Bushchooks
6440,New South Wales Touch Association,230426,Referees
6440,New South Wales Touch Association,99513,Sydney Rebels
6440,New South Wales Touch Association,99517,Southern Suns
6440,New South Wales Touch Association,225757,Port Hunter Marauders
6440,New South Wales Touch Association,256240,Deakin Thunder
6440,New South Wales Touch Association,226327,Moree Razorbacks
6440,New South Wales Touch Association,223251,Carlingford Cyclones
6440,New South Wales Touch Association,251153,Wellington
6440,New South Wales Touch Association,250558,Kyogle Turkeys
6440,New South Wales Touch Association,255531,Monash University
6441,Oberon Touch Association,229761,General Club
6443,Parkes Touch Association,88281,Parkes Touch Association
6444,Melbourne Touch Football,87160,test
6444,Melbourne Touch Football,87665,Fighting Mogooses
6444,Melbourne Touch Football,87659,Shot Cuz men
6444,Melbourne Touch Football,87660,D.O.B.
6444,Melbourne Touch Football,87670,Slapdash
6444,Melbourne Touch Football,87597,The Encinos
6444,Melbourne Touch Football,87661,Fighting Mongooses
6444,Melbourne Touch Football,87662,Footscrazy
6444,Melbourne Touch Football,87666,Balwynners
6444,Melbourne Touch Football,87599,Da Boiz
6444,Melbourne Touch Football,87601,Wolfpack
6444,Melbourne Touch Football,87676,RMH Demons
6444,Melbourne Touch Football,87673,Code Grey
6444,Melbourne Touch Football,87600,Parnell Panthers
6444,Melbourne Touch Football,87598,TouchUm Mens
6444,Melbourne Touch Football,87677,Shot Cuz Ladies Touch
6444,Melbourne Touch Football,87658,Alliance
6444,Melbourne Touch Football,87681,Touche
6444,Melbourne Touch Football,87668,Holy Canoli
6444,Melbourne Touch Football,87663,Shot Cuz
6444,Melbourne Touch Football,87667,Captains Please
6444,Melbourne Touch Football,87672,TouchUm Mixed
6444,Melbourne Touch Football,87674,Cruisers
6444,Melbourne Touch Football,87664,Untouchables
6444,Melbourne Touch Football,87679,The Princes Parkers
6444,Melbourne Touch Football,88226,General Club
6444,Melbourne Touch Football,87669,Kiddy Touchers
6444,Melbourne Touch Football,87671,"Touch, Much?"
6444,Melbourne Touch Football,87678,Subject To Change
6444,Melbourne Touch Football,87680,Touch and Go
6444,Melbourne Touch Football,87682,Tyranotouchus Rex
6444,Melbourne Touch Football,87675,Misfits
6445,Parramatta District Touch Association,225035,Parramatta District Touch Association
6445,Parramatta District Touch Association,269854,Parramatta Eels Referees and Officials
6447,Peel District Touch Association,35993,General Club
6448,Peninsula Touch Association,268255,Peninsula Touch Associatoin Juniors
6448,Peninsula Touch Association,169361,Peninsula Touch Association Senior Club
6449,Port Lincoln Touch Association,47041,Port Lincoln Touch Association
6450,Port Macquarie Touch Association,238587,Port Macquarie Touch
6450,Port Macquarie Touch Association,99450,General Club
6450,Port Macquarie Touch Association,249255,PMQ JUNIOR TOUCH
6450,Port Macquarie Touch Association,225208,Referees Club
6452,Quirindi Touch Association,251637,"Quirindi "
6453,Redcliffe & Districts Touch Association,234996,"Bandits   "
6453,Redcliffe & Districts Touch Association,235001,"Sweet Dudes "
6453,Redcliffe & Districts Touch Association,226388,Redcliffe Volunteers
6453,Redcliffe & Districts Touch Association,234990,The Raptors
6453,Redcliffe & Districts Touch Association,234986,"Slammers 25's "
6453,Redcliffe & Districts Touch Association,234999,Inertia Mixed
6453,Redcliffe & Districts Touch Association,226387,Redcliffe Referees
6453,Redcliffe & Districts Touch Association,234987,Inertia  25's
6453,Redcliffe & Districts Touch Association,234982,Slammers Mens
6453,Redcliffe & Districts Touch Association,234980,"Touch This "
6453,Redcliffe & Districts Touch Association,234991,Pine Rivers Colts
6453,Redcliffe & Districts Touch Association,234989,Spartans 25's
6453,Redcliffe & Districts Touch Association,234992,Dreamteam Mixed
6453,Redcliffe & Districts Touch Association,234983,Grizzlys
6453,Redcliffe & Districts Touch Association,235000,Slammers Mixed
6453,Redcliffe & Districts Touch Association,234981,"Inertia "
6453,Redcliffe & Districts Touch Association,236087,The Originals
6453,Redcliffe & Districts Touch Association,234979,"United "
6453,Redcliffe & Districts Touch Association,236085,"Gups "
6453,Redcliffe & Districts Touch Association,234984,RDS
6453,Redcliffe & Districts Touch Association,234985,Dragons Mens
6453,Redcliffe & Districts Touch Association,236086,The Black Team
6453,Redcliffe & Districts Touch Association,234995,"Dragons Mixed "
6453,Redcliffe & Districts Touch Association,236088,Untouchables
6453,Redcliffe & Districts Touch Association,234994,"Grizzlys Monday Mens "
6453,Redcliffe & Districts Touch Association,238349,Lightning
6453,Redcliffe & Districts Touch Association,234993,"Eagles Mens "
6453,Redcliffe & Districts Touch Association,234988,Very Best
6453,Redcliffe & Districts Touch Association,239343,Reddi Rebels
6453,Redcliffe & Districts Touch Association,239244,Blue Jays 2
6453,Redcliffe & Districts Touch Association,234998,The Biggest Loser
6453,Redcliffe & Districts Touch Association,238073,Deadly Dolphins
6453,Redcliffe & Districts Touch Association,239344,"Rapid Runners "
6453,Redcliffe & Districts Touch Association,239425,Red Dragons
6453,Redcliffe & Districts Touch Association,236089,Tequila Slammers Ladies
6453,Redcliffe & Districts Touch Association,239427,Pumas
