Association Id,Association Name
1141,Julatten State School Auskick Centre
1142,Junction Park State School Auskick Centre
1144,Kalkie State School Auskick Centre
1145,Kallangur State School Auskick Centre
1146,Karalee State School Auskick Centre
1148,Kawungan State School Auskick Centre
1149,Kedron JAFC Auskick Centre
1152,Kenmore JAFC Auskick Centre
1153,Kenmore South State School Auskick Centre
1154,Kilcoy State School Auskick Centre
1155,Kimberley Park State School Auskick Centre
1156,Kin kora State School Auskick Centre
1157,Kingaroy Auskick Centre
1158,Kings Christian College Auskick Centre
1160,Kingston State School Auskick Centre
1162,Kirwan State School Auskick Centre
1163,Koumala State School Auskick Centre
1167,Kurwongbah State School Auskick Centre
1169,Labrador State School Auskick Centre
1174,Livingstone Christian College Auskick Centre
1176,Logan SUNS JAFC Auskick Centre
1178,Logan Village State School Auskick Centre
1180,Mabel Park State School Auskick Centre
1181,Macgregor State School Auskick Centre
1182,Machans Beach State School Auskick Centre
1183,Mackay Christian College Auskick Centre
1184,Mackay North State School Auskick Centre
1185,Mackay West State School (Senior Campus) Auskick Centre
1186,Mackillop Catholic Primary School Auskick Centre
1187,Macleay Island State School Auskick Centre
1188,Magentic Island State School Auskick Centre
1189,Malanda State School Auskick Centre
1197,Mareeba State School Auskick Centre
1198,Marian Auskick Centre
1199,Maroochydore JAFC Auskick Centre
1201,Marsden State School (Rookie AFL) Auskick Centre
1203,Martin Luther Primary Campus Auskick Centre
1204,Mary Mackillop Primary School Auskick Centre
1206,Maryborough AFC Auskick Centre
1207,Marybourough Central State School Auskick Centre
1208,Maryborough West Auskick Centre
1210,Marymount College Auskick Centre
1211,Mater Dei Catholic Primary School Auskick Centre
1212,Mater Dei Primary Auskick Centre
1213,Matthew Flinders Anglican College Auskick Centre
1214,Mayne JAFC Auskick Centre
1216,MCC Auskick Centre
1217,McDowall State School Auskick Centre
1218,Merrimac State School Auskick Centre
1219,Miami State School Auskick Centre
1220,Middle Park State School Auskick Centre
1221,Middle Ridge State School Auskick Centre
1222,Miles State School Auskick Centre
1224,Millmerran State School Auskick Centre
1225,Milton State School Auskick Centre
1226,Minimbah State School Auskick Centre
1227,Mirani State School Auskick Centre
1229,Mirriwinni State School Auskick Centre
1230,Mission Beach State School Auskick Centre
1232,Moggill State School Auskick Centre
1233,Monto State School Auskick Centre
1234,Mooloolaba State School Auskick Centre
1236,Moorooka JAFC Auskick Centre
1237,Moranbah Bulldogs JAFC Auskick Centre
1238,Morayfield East State School Auskick Centre
1239,Morayfield State School Auskick Centre
1241,Moreton Downs State School Auskick Centre
1242,Morningside JAFC Auskick Centre
1244,Mossman State School Auskick Centre
1245,Mother of Good Counsel Auskick Centre
1246,Mount Archer State School Auskick Centre
1247,Mount Crosby State School Auskick Centre
1249,Mt Gravatt JAFC Auskick Centre
1250,Mount Maria College Auskick Centre
1253,Moura State School Auskick Centre
1256,Mt Molloy State School Auskick Centre
1257,Mt Warren Park State School Auskick Centre
1258,Mudgeeraba Creek State School Auskick Centre
1259,Mudgeeraba Spartans JAFC Auskick Centre
1260,Mudgeeraba State School Auskick Centre
1261,Mundingburra Auskick Centre
1262,Mundubbera State School Auskick Centre
1264,Murry Auskick Centre
1265,Musgrave Hill State School Auskick Centre
1266,Mutchilba State School Auskick Centre
1271,Nanango State School Auskick Centre
1273,Narangba JAFC Auskick Centre
1274,Nerang State School Auskick Centre
1275,Nerimbera State School Auskick Centre
1276,Newtown State School (Toowoomba) Auskick Centre
1277,Noosa JAFC Auskick Centre
1280,Norris Road State School Auskick Centre
1281,North Cairns JAFC Auskick Centre
1282,North Lakes State College Auskick Centre
1283,North Mackay Saints AFC Auskick Centre
1284,Zillmere JAFC Auskick Centre
1285,Northview State School Auskick Centre
1286,Norville State School Auskick Centre
1289,Oakey Auskick Centre
1290,Oakleigh State School Auskick Centre
