Association Id,Association Name
2344,Alexandra Auskick Centre
2345,Ballarat Swans (Alfredton) Auskick Centre
2346,Allansford Auskick Centre
2347,Alphington Fairfield Auskick Centre
2348,Altona Auskick Centre
2349,Laverton Magpies Auskick Centre
2350,Geelong Amateurs Auskick Centre
2351,Anglesea Auskick Centre
2352,Apollo Bay Auskick Centre
2353,Apollo Parkways Auskick Centre
2354,Ararat Auskick Centre
2355,AUJFC Ashburton Auskick Centre
2356,Aspendale Auskick Centre
2357,Auburn South Auskick Centre
2358,AUJFC Burwood Auskick Centre
2359,AUJFC Nettleton Park Auskick Centre
2360,Avenel Auskick Centre
2361,Avoca (VIC) Auskick Centre
2362,Avondale Heights Auskick Centre
2364,Bacchus Marsh Auskick Centre
2365,Bairnsdale Auskick Centre
2366,Ballan Auskick Centre
2367,Balmoral Auskick Centre
2368,Balnarring Auskick Centre
2369,Balranald Auskick Centre
2370,Balwyn Auskick Centre
2372,Bannockburn Auskick Centre
2373,Banyule Auskick Centre
2374,Barham Auskick Centre
2375,Barnawartha Auskick Centre
2377,Barwon Heads Auskick Centre
2378,The Basin Auskick Centre
2379,Bass Auskick Centre
2380,Bayswater Auskick Centre
2382,Beaufort Auskick Centre
2383,Beaumaris Auskick Centre
2384,Black Rock Auskick Centre
2385,Beechworth Auskick Centre
2386,Upwey Tecoma Auskick Centre
2387,Bell Park Auskick Centre
2389,Bell Post Hill Auskick Centre
2390,Bellbridge Auskick Centre
2393,Benalla Auskick Centre
2395,Berwick Auskick Centre
2396,Beulah FC Auskick Centre
2397,Beverley Hills (Sunday) Auskick Centre
2398,Mooroolbark Auskick Centre
2399,Birchip Auskick Centre
2400,Birregurra Auskick Centre
2401,Blackburn Auskick Centre
2402,Blackburn (Friday) Auskick Centre
2406,Boolarra Auskick Centre
2407,Boort Auskick Centre
2408,Boronia Auskick Centre
2410,Briagolong Auskick Centre
2411,Bridgewater Auskick Centre
2412,Bright Auskick Centre
2413,Brighton (VIC) Auskick Centre
2414,Broadford Auskick Centre
2416,Brunswick Auskick Centre
2418,Bruthen Auskick Centre
2420,Bulleen Bullants Auskick Centre
2421,Bundoora Auskick Centre
2422,Bungaree Auskick Centre
2423,Buninyong Auskick Centre
2425,East Burwood Auskick Centre
2427,Camperdown Auskick Centre
2429,Canterbury Auskick Centre
2431,Cardross FC Auskick Centre
2432,Carisbrook Auskick Centre
2433,Caroline Springs Auskick Centre
2434,Scoresby Magpies Auskick Centre
2435,Carrum Patterson Lakes Auskick Centre
2437,Casterton Auskick Centre
2438,Castlemaine Auskick Centre
2439,Caulfield Bears JFC Auskick Centre
2441,Cavendish Auskick Centre
2442,Charlton Auskick Centre
2443,Canterbury Cobras Auskick Centre
2444,Bonbeach Auskick Centre
2446,Chiltern Auskick Centre
2447,Chirnside Park Auskick Centre
2449,Churchill Auskick Centre
2452,Clifton Hill Auskick Centre
2453,Clunes Auskick Centre
2454,East Bentleigh Auskick Centre
2455,Cobden Auskick Centre
2456,Cobram Barooga Auskick Centre
2457,Coburg Auskick Centre
2458,Cohuna Auskick Centre
2459,Colac Junior (Prep - Grade 3) Auskick Centre
2465,Colbinabbin Auskick Centre
2466,Coldstream Auskick Centre
2467,Coleraine Auskick Centre
2469,Upper Murray Auskick Centre
2470,Craigieburn Auskick Centre
2471,Cranbourne Auskick Centre
2472,Creswick Auskick Centre
2473,Crib Point Auskick Centre
2475,Croydon Hills Auskick Centre
