Association Id,Association Name
1018,Crescent Lagoon Auskick Centre
1019,Crestmead State School Auskick Centre
1020,Crow's Nest State School Auskick Centre
1022,Curra Swans AFC Auskick Centre
1023,Currumbin State School Auskick Centre
1024,Dakabin State School Auskick Centre
1025,Dalby AFC Auskick Centre
1026,Darling Heights State School Auskick Centre
1027,Dayboro State School Auskick Centre
1028,Delaneys Creek State School Auskick Centre
1030,Dimbulah State School Auskick Centre
1034,Dysart State School Auskick Centre
1035,Eagleby State School Auskick Centre
1036,Eagleby State School Auskick Centre
1037,Earnshaw State College Auskick Centre
1038,Toowoomba East State School Auskick Centre
1039,Eastern Swans JAFC Auskick Centre
1040,Edens Landing State School Auskick Centre
1041,Edge Hill State School Auskick Centre
1042,Eimeo Road State School Auskick Centre
1043,Elimbah State School Auskick Centre
1044,Emerald Auskick Centre
1045,Emmanuel College Auskick Centre
1046,Emmanuel Catholic Primary School Auskick Centre
1047,Emu Park State School Auskick Centre
1048,Eton State School Auskick Centre
1050,Everton JAFC Auskick Centre
1051,Everton Park State School Auskick Centre
1052,Fairview Heights State School Auskick Centre
1053,Farleigh State School Auskick Centre
1054,Fernvale State School Auskick Centre
1055,Ferny Grove JAFC Auskick Centre
1056,Ferny Grove State School Auskick Centre
1057,Fig Tree Pocket State School Auskick Centre
1058,Fitzgerald State School Auskick Centre
1059,Flagstone State School Auskick Centre
1060,St John's Anglican Auskick Centre
1061,Forest Lake JAFC Dragons Auskick Centre
1062,Forest Lake State School Auskick Centre
1064,Fraser Coast Anglican Auskick Centre
1065,Frenchville State School Auskick Centre
1066,Freshwater State School Auskick Centre
1067,Gabbinbar State School Auskick Centre
1068,The Gap State School Auskick Centre
1069,Gatton Auskick Centre
1070,Gaven State School Auskick Centre
1071,Gayndah School Auskick Centre
1072,Genesis Christian College Auskick Centre
1074,Gilston State School Auskick Centre
1075,Gin Gin State School Auskick Centre
1076,Gladstone Central State School Auskick Centre
1077,Gladstone SUNS JAFC Auskick Centre
1078,Gladstone State School Auskick Centre
1079,Gladstone West State School Auskick Centre
1081,Glasshouse-Hinterland JAFC Auskick Centre
1083,Glenmore AFC Auskick Centre
1084,Glenmore State School Auskick Centre
1085,Glenvale State School Auskick Centre
1086,Good News Lutheran Auskick Centre
1088,Goondi State School Auskick Centre
1089,Goondiwindi AFC Auskick Centre
1091,Gowrie State School Auskick Centre
1092,Pelican Park Auskick Centre
1093,Waraburra State School Auskick Centre
1094,Graceville State School Auskick Centre
1095,Grand Avenue State School Auskick Centre
1096,Granville State School Auskick Centre
1097,Greenbank State School Auskick Centre
1098,Groves Christian College Auskick Centre
1099,Guardian Angels Catholic School Auskick Centre
1102,Gympie JAFC Auskick Centre
1104,Hampden State School Auskick Centre
1105,Harris Field State School Auskick Centre
1106,Helensvale State School Auskick Centre
1107,Hermit Park Tigers AFC Auskick Centre
1108,Hervey Bay AFC Auskick Centre
1109,Highfields AFC Auskick Centre
1110,Hilder Road State School Auskick Centre
1111,Hillcrest Christian College Auskick Centre
1112,Hilliard State School Auskick Centre
1115,Holy Cross School (Smithfield) Auskick Centre
1116,Holy Family Primary School (Indooroopilly) Auskick Centre
1117,Holy Name Catholic Primary School Auskick Centre
1118,Holy Spirit Auskick Centre
1119,Home Hill Community Auskick Centre
1120,Home School Auskick Centre
1122,Humpybong State School Auskick Centre
1124,Indooroopilly State School Auskick Centre
1125,Ingham Community Auskick Centre
1126,Innisfail State School Auskick Centre
1127,Ipswich Junior Grammar School Auskick Centre
1128,Ipswich Grammar School Auskick Centre
1130,Ironside State School Auskick Centre
1132,Ithaca Creek State School Auskick Centre
1133,Jamboree Heights State School Auskick Centre
1134,Jimboomba State School Auskick Centre
1135,Jindalee Jags JAFC Auskick Centre
1136,Jinibara State School Auskick Centre
1138,John Paul College Auskick Centre
1140,Jubilee Primary School Auskick Centre
